temp_c,humidity,pressure_mb,wind_kph,precip_mm,latitude,longitude,depth_km,magnitude,final_label
-2.862261562052084,32.97760241302714,1002.0213107899681,37.55877076315254,13.738314509765258,54.962472542962566,-159.49356831223818,35.161718188877416,3.0931417354250708,2
23.67814547482979,84.75115720509633,949.7984174093119,47.36357713126005,15.13771028692388,51.95796445324531,161.09215048789721,22.145317105800494,4.998603924799667,1
19.574920432500832,62.11886069821449,1046.3747413279223,19.86826256586059,6.09205216664189,52.28644346534952,160.24242513093915,33.90300498063195,4.798954468364154,1
4.70568415385846,96.00000271816525,1008.6147251030266,53.462251456785985,10.111940478480278,49.7834412153506,158.65332110155575,32.82345580112313,4.393443460509656,2
29.646188776758216,23.28814806306615,1028.16691517427,8.986737625217255,5.886497349113535,38.78121993751652,26.259859527689603,11.61667754848528,4.095498571323714,2
1.9493155940898215,65.1207541033382,1001.3586896427181,92.22093999959148,13.414463301790008,51.281869742855704,161.01418543053575,8.908151083836595,4.597699364453113,2
14.146117710710314,37.18792391221229,962.9318357777644,15.814260619334442,19.922980803051935,52.80504755051308,161.2106804272849,36.086216719213375,4.196272902391291,2
13.388391535709953,42.558783795488914,999.7443239424963,59.73092582127602,10.690656930498237,1.062564627029537,126.77020701587989,75.1311497586529,5.3071127092053185,2
14.112977668007455,68.23961239776747,987.8348680985509,67.21079987632548,16.163927361080933,22.69902790868745,94.95413071748135,10.80386157400514,4.600370662865663,2
0.10475525986725556,25.860957574625353,969.760250992979,92.2182931799842,18.073601727986368,51.44320286068315,160.04803119733234,28.111337097041837,4.89856056563137,2
30.40293102029527,88.1986372491066,1042.4159667898216,77.47346953287726,10.973514463622907,-21.4007228138196,-66.05515378496207,137.77659880879628,4.198770788312741,2
18.01083251146679,42.00895996082868,953.705616084851,41.47428053247487,19.19193985279337,51.97679114973295,160.39985855409776,40.45732407762767,4.390173305800766,2
-4.6334292892885856,38.88055602845813,1039.240892249958,22.326590880484247,16.769083646202716,-18.534148862938633,-177.54276200476863,567.5459377956937,4.398089338845034,2
7.3205511416770985,91.20557263410284,971.6308112145167,7.36825273010765,18.629259905926457,52.84247455288755,160.14282705444413,36.38550323791982,4.098120443691545,2
18.25235917649693,22.234615623198398,1038.2418320471486,47.562845646376005,16.155378705116156,49.79977518424539,156.62900712463,33.71261037477737,5.504345541573204,2
34.20681794148639,39.22106907179453,1005.2960561221736,3.422562498107966,14.22538203400874,34.69399008495266,71.80398322434395,10.11279324925848,3.998543163061125,2
-1.8123636136094632,65.992123136069,981.0197835141078,7.204410530417908,17.63537589564479,52.38502530163032,159.78887378932666,8.674292662700044,4.408523798829654,2
3.4457924079299427,31.923463108747097,1047.7900647813121,83.71346282225127,4.988857528370444,54.48536747091247,-159.61149426751356,28.775557367202044,3.197512030350515,2
7.1184596578044905,39.15019250671729,1026.2367036209273,69.97602483130088,11.45315964937246,-34.76493242254235,-71.60466612778607,16.512854624396272,4.109434382491244,2
28.591798054259474,24.95344672270605,992.0795125503643,48.17997359403518,10.124442205999722,51.366283537309336,159.0087373843794,8.590743427036328,4.607262665477562,2
-2.390542123792253,84.90322105972434,1039.021381536987,3.3333444357342574,17.156577499045376,38.356841503700466,74.53595359843666,140.33694074479016,4.206987076029754,2
27.298551131243226,41.92403122645799,998.8486263061202,42.810944411024714,15.480467688930306,-19.514571188298962,170.43154895317014,11.186363488452416,4.594422043648942,2
29.615806486988763,46.39704022554709,963.6527589444102,37.725767354980896,19.579387794287353,-6.296850148065701,153.756715485928,65.17080023838051,4.893959954323787,2
8.94626733883754,50.65357863434942,959.5076670850777,98.85958095429034,5.6771816450414425,52.02221645933297,-173.0221366147424,56.02674901317429,3.5909482625628164,2
10.221764804468906,72.8185670705469,1042.3453903093177,9.835202843188302,4.825198385140153,50.091634834997976,159.92176752401625,8.787550048833477,5.209749035428701,2
-0.7211442093934688,36.12500432585681,965.556092632802,76.87882125971687,16.108469177891013,52.56825310793736,161.92738885241837,9.794975304097663,4.4072155892713125,2
-3.951451067874131,22.57140305515736,959.6492824618548,71.93799996722585,6.078338419309985,52.14381550083374,161.91644354366778,10.311979152047678,4.193516983039678,2
9.09620004309607,23.000070475560246,984.5502269040985,93.5756394732179,10.694831615752578,51.12276455462716,160.57793174969038,8.900462651244602,4.202713152946684,2
25.737224589041638,33.0278015024585,1037.091800034837,30.43779939349789,0.2689460810832699,51.607307912400536,159.25613491133603,10.777358395130854,4.898189120399106,2
39.43186655553607,49.7008690435562,1048.625623153109,20.595602466995487,7.882161935404609,35.925472552614266,138.0195167567109,85.0399813377273,4.100880572773269,1
36.85134280368446,34.821458351779455,1031.0096239312206,24.5027860008753,10.283683060252605,51.16105690507732,159.3414331952737,27.692565164826483,4.200575124846992,2
5.270823102611874,52.16063623642315,952.9417802954017,68.5350056258538,12.594793826675575,-24.077580660959768,180.04357784289826,543.14954920493,4.097787665239732,2
27.319423060304423,78.86146197318193,963.6528345256245,81.20696681651253,16.827216858566032,-9.892518313509298,-73.43446347262677,8.85274224110276,4.305607997233598,2
27.116324014735877,59.65377208835409,1007.5011838390635,63.92557824777131,0.49289405369978173,48.18298833797413,156.22967077393747,35.90939426126649,4.19988477528798,2
33.78374493783924,83.25775108187109,1004.2072464638478,47.44470857083806,17.566718048534945,49.655539989032626,156.79507667949088,40.170447345494416,4.99588565222728,2
36.23006090724869,53.1477395030075,964.1792406948199,16.054718158665565,11.649334749622147,50.93882205026024,159.61411035929962,10.997022950230642,4.398258934384109,2
4.499600857960409,97.1002079526854,958.1103734724254,21.101477388946563,6.5480972613435915,2.962020170766858,-31.316336319983957,9.17596447036069,4.794639740772595,2
16.945461372647042,84.93779122349395,959.6002352446345,60.2914813426645,9.771039297051269,17.454292694358273,-66.56640394505658,81.24212467678366,3.502129718103668,2
14.515943836911203,67.13899994607685,962.1916143839699,45.10569689747231,9.32309244494569,-26.46111884160715,-72.91019368658148,24.320382085104956,4.7036542516936235,1
25.608099123714666,83.37195142195898,1003.3891823306781,18.84640496353502,11.151871647523075,52.83079608634858,160.98076212950798,9.841251729311841,4.199554014976059,2
35.7180525264415,38.79298787486823,958.9493032402855,0.9217992233286882,4.879038513564042,49.94147331526397,157.07943585464983,77.17766450527705,4.308847158107457,1
0.9832074782721942,40.21223451859238,987.8279733356311,67.8541720592441,6.656423589031837,25.446170397772036,130.2673825761352,10.774551130960395,4.603165451107409,2
31.232331876366633,47.03175674852846,1024.9801497128349,15.066393910052224,1.8390512115627191,54.837028235071394,-159.0148395931897,38.27331060093278,3.998749582940737,1
37.13045922347961,39.02389281305451,1011.1973014980401,73.56984081645457,18.690738214614598,19.14760334281256,-68.51452024532625,10.799968327038853,3.033180641258575,2
19.68879587010126,25.95204837874981,1030.3187290263259,79.16490297132718,6.6437123377413165,-1.530991124350897,138.25583890357476,22.152040029359924,4.392851914505989,2
15.537451110488314,26.338635594090157,1045.708502044365,99.03167634570322,17.74133201350735,54.93793022339552,-157.13135169652392,33.62747038804298,3.5045889403083925,2
11.175487637924135,79.05178649192406,1028.0743001269966,76.1806884798487,16.99124008872613,51.676827652002004,160.94923369519776,10.419385410361041,4.01335830307289,2
19.421355093560788,95.08774636227193,995.3399637989359,50.278425739992464,14.011637220425788,54.76174471416541,-158.46375615827182,13.429208173842916,3.195332353885254,2
37.78556521211063,43.177246389694474,978.3879540212694,3.377655173007256,9.150655612160692,-37.48959049213067,-71.89924176664957,20.218815583076434,4.098761725875553,2
28.471822629060384,24.954758646998897,993.281139751349,48.20708456485339,10.194394310125325,51.39398664395363,160.29034163374197,9.39630608190608,4.599113165647932,2
30.414111546900884,93.43849146815566,967.3022318437605,29.82155788720444,15.787797403445639,50.39456621718099,157.3382553514578,10.171766781899631,4.600082047937792,2
36.93817660306676,46.032400124068154,979.7850691415539,93.4716410034017,4.533509445358572,51.12332770085346,157.89880707063273,65.14413239275329,4.309798415087263,2
16.84498686462747,94.13229492240615,1036.117732851717,54.866396623646466,3.3673006485650863,52.07923823874953,159.5427284909057,27.44508883365638,5.79899543633185,2
2.1388649552283785,19.751280319806217,974.2011397825319,39.606529038775,9.965441022163098,51.909134851345584,159.38150044917398,32.25461861723124,4.09487131255478,2
15.897163453448737,67.14328325339675,1011.6227488853128,26.973027534898996,6.035432455390843,58.81078794755653,-134.11702442824415,10.790082306869635,3.199934886736833,1
-3.2026163090915065,30.83850263876026,991.1349038331742,58.56201433860187,15.49414241017731,50.45557166907339,161.58813810840235,33.38409697998119,4.406015282059045,2
4.500734236533477,30.65721905845572,1044.7042434238958,18.298129284398662,11.61576865157793,50.673832547913946,159.5237638854124,25.917035936983858,4.296954307014425,2
19.5019966264283,22.927086353041386,1048.8346225562714,11.84087169858802,7.973652814577475,52.89567148848125,162.6674474294697,34.50784154468184,4.399374119554463,1
1.9383256171863599,70.73180723964012,1040.6774467469832,22.96525402430838,13.333817171622801,14.20801467770519,-92.27815060635508,11.55069273066715,4.905014289238286,2
5.652170069170747,26.03598203592454,1005.738267779108,99.55536150934485,18.317813128871872,49.33385397920488,158.02529523012632,8.884121197477828,4.413051609522189,2
15.30334486839261,91.9034532066508,970.428987266987,40.8303005228355,18.878859538663455,52.40280038171335,161.5438260111886,10.69466181080036,4.500040944584465,2
4.88449488165199,73.51773441544869,1035.414857511017,39.77874964794273,15.625357117027123,52.596674540677434,160.0889647396719,8.526034463051868,4.2971266441926055,2
30.372305021167968,87.18683266005488,983.4846848340806,44.08329697126209,9.199705486772325,-7.987870413882362,107.68045639469148,35.183946799485476,4.498339770747597,1
4.539503965432247,85.05218948393757,978.6808760656788,15.681691566414502,5.442189863165693,52.03074129650405,161.19675916062022,36.843364047806006,5.091680414287697,1
39.43187284921011,42.917566607359376,980.2555802302443,83.16831519184316,4.189359761594543,1.9871488781777529,125.52904939824454,134.70119682679103,4.005753036192682,2
-3.3287962872568264,80.03805595664824,976.0324263817355,84.11382229253375,11.58454693193503,42.425413588620316,142.90120541536632,9.282376949924068,4.089757354137541,2
30.865458400349517,62.049914335967514,997.9877234325379,73.33012848645872,8.797254244817086,51.696322619924615,160.29210481337415,11.469749706267674,4.407343577763386,2
10.079994941676516,26.254229440320877,1031.011248062013,4.3959009174230514,11.41452886131674,-54.6893851537082,-56.59707408923917,9.152316654149386,4.307848625476539,2
1.6840697736531478,89.98905381109427,998.2146878052586,86.92667110466121,9.96654940535327,-9.70653943532812,158.77769895674686,11.13290610561572,4.202223437532026,2
33.069418314307896,36.470967549430576,971.86803983181,99.78997651521803,2.1290972335941243,83.01052445434055,-33.69147228891033,7.154694412700386,5.798416146426913,2
33.54289959780419,26.21040003478677,994.9094809289412,73.43348215698373,2.2356236512625234,51.24468685560305,157.57519714836087,95.5417529729534,4.501596490596055,2
17.52567230651927,90.05430235185598,951.079376570374,59.65674431674545,13.980178306487288,52.726781535742866,162.18724152750553,9.288876452786054,4.089403823176737,2
34.55514662495552,24.246321411716846,964.0963862605588,26.365964531459333,17.10036404714252,0.5860360703312162,97.03636001325086,64.99867207453333,4.59235964697933,2
0.20524971472030082,61.069092673558224,978.9563337124061,58.82281011777004,4.575522229390413,54.379941454798534,-159.04984285902864,36.633138211777734,3.2959278349361667,2
39.678179883117636,57.92780697231256,957.3774934235569,71.53128831058055,3.823606397364466,52.82645846084106,159.58327189798277,14.047179357888773,5.706482679068379,2
1.5115936950327566,81.40194764454479,980.1083024922164,52.78178032265558,1.785634714585475,54.22908539793267,-158.81637895912073,35.310274763983315,3.0937440901865667,2
13.109623892331747,46.054432127027916,1035.9121969786245,47.3324637656018,12.46291423823925,48.57199567949517,158.61151544193945,10.987613887690605,5.000092865691824,2
0.4107039770226494,42.96932081441822,1037.9011333143458,68.98437991283278,13.72102453311418,40.87930313275683,142.9163546317929,44.61795766507777,4.79725681277293,2
30.877287529079215,48.892430853746575,989.507913940434,60.98632049731205,15.492999607157733,2.286397032760333,129.97844057142686,221.4586279072932,4.396181031872445,2
11.12587446697741,24.288357782437092,991.5305234276107,32.96487442690729,14.23754551864144,9.587804212505155,-83.63643894310795,43.11568330141141,4.689802621287186,2
6.311626306311916,26.076396562390038,981.6513484186884,66.13585983981753,18.93334618920089,-22.2302190728264,-68.61708597344773,114.80463291872023,4.394194877060446,1
9.933595895293841,88.22748261686367,1016.8865768783138,26.529407252143624,13.701350520889726,-24.11589875052602,-65.76208916792444,188.69751869374278,4.509244945930995,2
30.433942171960116,57.9377018373617,998.4962559523589,41.53682968600489,17.581812237866462,33.05563536215838,77.55505683584445,10.348585582755447,4.191559430984059,2
20.96908658442019,24.824595842932144,955.3215574874577,84.33363141425815,0.028776031979781055,25.975765049556095,123.40171931747322,9.147216384745034,4.303402176734343,2
35.62313071254147,24.698224818958916,998.3677161870366,74.30685676803523,0.2572204521884838,50.10839959616072,159.42344761566244,8.85285535420877,4.3972301010577395,2
-1.1021152732254818,98.01756790194798,1000.0774789150144,40.42707200730497,6.523259873808544,52.56730324042977,160.50128629280212,9.186186968446686,4.395327746081644,2
2.0378654598401136,60.82735826927729,1026.119146884359,84.8883449992979,5.53497047868427,-57.7003846172186,159.4875132335855,9.154947878114898,4.303192159424246,2
9.632425405270935,77.0094767624101,975.8914959604945,74.07809528827076,0.3259687189602661,52.33237922847308,162.18517267551073,11.282284911025046,5.205736987280097,2
14.245551288520534,37.80145937559299,977.3043762161453,27.25016724497611,19.41330945482624,42.07801481036075,142.4662229204485,60.51861738758855,4.30059208085665,2
39.930044100781615,55.13730591432357,1001.2554699747611,83.8200792183233,13.617134153204539,-19.348111175526824,-67.32475625914734,246.62156535954725,4.508404398709903,2
18.83134520063517,21.959750524291234,958.1688851665633,75.15923897791075,13.534471316831217,52.08650685762013,157.57411567579402,34.290899506247854,4.0994811502321475,2
18.37306078376717,98.57365932014687,1035.8879342988641,91.72245352495943,5.242375929779394,19.87687404957791,-66.32706306722879,40.059207385467666,3.9304174369897407,2
23.799638694113938,54.004555114242926,1041.4501337537267,59.575093691570935,3.6391574599468925,53.26824632765745,160.09554346120365,28.159002552064692,5.298305947415007,2
24.243642606257755,53.05199189716839,965.9557398958636,33.10982623897512,18.085132323169063,-11.494171070965114,167.77507196838076,52.122343717305256,5.5086056143979345,2
0.5845202962168775,57.035680276321386,997.1993889920107,99.22966861030501,11.600731862166066,-16.387665199629264,-174.06102960165117,91.4471477087379,4.405424572807662,2
20.942596539584752,54.39775241002878,958.5042257563391,64.94578826564629,4.824335216039885,51.527605808180176,160.49955392194013,8.807779423973717,4.295383327357305,2
-1.3687324301200474,57.02753344624584,1006.3293072871827,1.375483681569424,19.99556583140864,19.06631412434948,145.50168903106155,229.75663217528643,4.308192565031211,2
0.15651680438840498,60.842535629127674,951.2037702482477,18.02531451144174,5.935088231990221,51.80249920805188,158.95221817329755,27.81474049792618,4.392113174819654,2
30.921094018643345,81.99715606821131,959.1457555474068,29.2411861236082,7.650260534114484,-6.009732746578633,143.14594262738126,7.944009359730654,4.802697053419113,2
31.866859507238676,25.84146903938895,1035.031564782469,33.44729030891297,11.91401795323489,49.34274168678707,157.3389319647959,10.206420755643931,4.208520114775097,2
31.36656534606193,45.00673555933831,989.8151510367709,0.9255105749310066,1.567577425392612,47.98778840189321,155.3910327960215,10.178289427176917,4.6083050042511555,2
8.978630460513562,86.86002006735667,1048.5356964538787,38.401536246780545,8.95054422602704,52.846926708360606,160.96284772560188,11.289445768826283,5.196117451238179,2
-1.3478519770151856,24.589354217746433,995.5268226949817,3.2996972494424437,13.864812655207384,8.943604300338778,93.13371204837598,10.263817419079917,5.098102624519045,2
23.07858002918301,84.87795721456737,1046.691989279997,22.068284608515434,2.9032020852823726,-29.475490617564933,-72.05381045992588,12.031530845279478,4.094440944021163,2
-3.7118155784311293,62.17271698659835,994.7411741936954,45.490104247489505,1.473096287651403,51.960013859347995,159.50166031585096,52.43807355925498,4.4034509904614465,1
23.488052682269064,24.17751152705031,987.3167791007828,10.950741213562981,4.337332801264932,49.74446482501522,158.54108515330432,10.30193811143207,4.69896902240453,2
37.359574513521274,69.1488895493605,972.8800078788253,71.9227688016635,10.577511076685704,3.117640843208233,98.29489241571642,58.98128638520729,5.0093164080775825,2
-3.0250233572252037,63.149090428558814,1032.979617702295,6.528912414123981,2.9507695167408845,51.566105256396895,158.8648418973297,31.82374264590002,4.701218729235868,1
37.30441659641626,34.369672389126784,983.9477928572711,85.60222378447553,11.868779553830427,-14.795689877262992,-178.86017878237664,420.03420069609933,4.3039836078336124,2
12.837139770091733,40.95041618937602,961.9022246077923,4.220493530349561,16.172908624968994,51.99797213648492,159.53429639782772,9.026775362937665,4.90098935579493,2
10.48401214601281,94.22988137473614,960.4800205324657,81.45894448194227,12.043775484216228,50.75088361907306,158.90917518234815,10.680390206513607,4.696224549268044,2
27.433340114134044,63.14607570788189,1044.5489123919795,98.5360578268652,15.12248511832125,51.518646159292814,160.35522808631205,35.835065427406875,4.602271657381962,2
38.17635693280365,78.08219754250723,961.0333827198643,64.2164636017762,12.836566909449093,53.16371673295825,160.90843682270574,8.349595714892718,4.205426751002444,2
6.3174663726882025,25.5704038373742,1029.7615168887041,27.41700600317275,8.82655075087672,18.409196346396648,-68.10707918905634,91.06529636104038,3.857452718950184,1
16.939596004941638,26.316690248018404,1038.8723347172565,39.817768187529225,19.27991656631731,18.686173836731644,-64.03672892500406,69.82080979405646,3.0969270016653585,2
26.983477628361207,32.68651574156228,965.5276234384218,95.82292502052726,9.635626149763448,51.067473420179056,160.36054318436766,34.39790558740059,4.297352155008914,2
5.899680461255115,82.20855982621833,964.96732804618,32.52592421650865,13.524757464459977,54.745373056065056,-157.43789067467708,23.038288482312158,4.303941526967293,2
12.074061382006906,84.20598625009322,1030.1209494722432,2.246198041117961,16.372849191009273,51.5773941944056,160.5655860307922,10.094541337217494,4.6029711929803545,2
-1.5662121211219648,55.879386566762875,1008.7597325347973,25.718149161268848,11.28253722674362,53.93262149652576,-162.4000639395866,11.15509496728084,4.507602522327496,2
39.5235919253844,64.94675905997866,1019.3214957536267,44.50976940595307,14.189952813636866,50.14802484561204,161.30809351374975,9.077496970098654,4.206842808337896,2
-2.0594568280805947,57.91911307092908,1010.3692131681738,89.47603243054095,17.00719644878251,30.457366611169935,-10.731911628256814,13.500738576756767,4.498759678753319,2
10.86551082175617,90.05380069015897,1034.6656825006237,41.01237503331285,1.0498534102608208,54.79994774218869,-159.76408940855384,36.11077452642071,5.104112680528759,1
-3.8908764192384573,90.3394075127247,955.4771305874857,79.95431337910004,19.08713186293362,20.585395291570887,121.17515532277868,35.26521304467396,4.396839555438235,2
-3.133044442825161,20.00235532143133,978.5723903652037,8.341492470257194,1.8425593947999617,-57.45148642761498,157.55681148438956,9.496287003599658,4.205288267838291,2
28.875234421803736,35.227220539280076,987.9743900842881,57.910117649790394,17.90429760131478,54.77180142871473,-161.76597333475632,34.98782775617398,3.395444498551073,2
21.30469323874763,61.42690970198685,1047.5087782293217,48.15785458173437,9.392122260916302,46.79543026671965,-110.11750734066356,8.733213590151266,3.1575548280622066,1
-3.926582300057489,46.989662744074636,1032.6768332571567,61.310550588236076,3.383164394210852,50.83815305597224,159.0876747000572,9.8869522750773,4.6974032778043515,2
29.28636900426922,67.1898656331037,1011.6535491625328,65.46919602065816,10.24634108161504,49.89806278883613,158.4129062428178,9.57469430155983,4.1074762432310585,2
2.71503037875096,49.73112553925088,1003.6244174907652,30.012032963368313,4.82965575933804,48.95438771237673,156.5593011620907,9.428105247575571,4.4023738099517375,2
-1.441919969110035,37.89774079574352,1029.7279086280432,84.94322644235847,3.6120336379555567,7.869757407146178,94.43130438749421,8.961846487716654,4.297394580801588,2
2.149081467670718,36.72638368626088,959.8890582671181,11.953036929287428,3.7709885167960175,53.20919139139229,155.58111005559203,57.28757392942322,4.2917422604502935,2
16.08175233294652,32.32545153155548,1037.7321037240886,64.64781981807752,0.019530587154374352,51.87297983294346,161.42533077633016,11.14478357667854,5.1966133415200115,2
5.334624839632188,78.95253175551697,1018.4551600261706,95.73653181068293,11.182264980419848,52.044444416127384,162.90118315673752,10.865763051102714,4.404703784037217,2
23.17669659923796,36.16794980872855,996.9653937612919,32.532148388347515,15.333564031154333,17.781941417889197,-64.50273798008301,9.929390710451493,3.289219712908923,2
6.146235751602891,55.85013125378897,980.9580003506474,51.55889751813115,14.218969359617063,51.59710230485059,159.36453598183834,10.83478050915954,4.207041591048479,2
37.27186086007292,65.93247598499934,980.5979226304011,53.1150373781375,9.729012151078564,53.82216686277204,-162.12527886788638,9.7837021437923,3.7015252437675183,2
31.830595755492276,29.02719539259351,1027.2400276845726,33.69380303802212,6.816621459999926,51.598105608508504,159.193693335638,43.313723420378714,4.603860409584756,1
2.4912121459366756,29.826101906010717,1039.7808153770616,3.6497038252015477,8.307654492898045,-4.94991361019827,68.04578414536962,10.84435527859425,5.501928239959534,2
37.55766973037731,32.0072399319056,1002.9186718084414,46.74724953347883,19.461915661799658,49.86375692822167,156.80255085164904,16.28489164248297,4.702802853827202,2
12.651390737430862,77.07521027554343,1022.1859787893156,10.323602175042662,13.736085752665518,18.512298547346283,-67.61667870567378,20.589676387868437,3.116986924065417,2
20.227263664413215,97.13440402633786,996.8605432397023,6.5151395515155315,16.702703934781407,51.582080311089655,160.02678420024725,58.89986760234165,4.49643009138496,2
-1.5835000979229104,57.12938394880583,997.7741124580881,32.093680389503874,10.171740824532208,27.666770249895126,126.47547997639936,164.15583950665885,4.5908651194195595,2
23.870151279972088,68.15868543895729,982.9404678890272,77.13404315050595,13.583815915039017,51.206353422246515,157.95819293634213,9.871278180518438,4.000768680522852,2
-0.3995845613498729,54.75106517937509,956.8368109352541,73.24179203540592,7.746623311103118,41.736501356034886,-115.15928784082912,8.428883021741722,3.1971572225857074,2
22.657049722294,36.74909540484499,1037.2853802711406,5.35272892594706,2.1516512989836896,52.01991354218079,160.7470757074558,9.464109979522187,4.70070436883861,2
13.260019888338116,48.833201746724676,1030.0466147735162,77.85132464488517,12.834713024237136,52.31647446070815,159.22367920682873,56.91269757975238,3.999502107710027,2
11.90007535953553,71.97635170352869,970.5415491229506,14.096176540476204,17.729588824974602,29.85756788571636,137.52809368128717,418.42903043807314,4.106473452647547,2
30.228932348707172,89.01726558284425,1015.7062657866687,32.458929110876255,12.852396785757863,-47.90949937427224,117.95498283252209,9.782241790639821,4.109334224016763,2
26.026668007676022,65.18942515948939,1012.7919760836955,80.14986494610304,1.4219865577558815,50.32835319392884,157.596831744272,10.205633903948357,4.4942331813850185,2
6.266898035666546,50.78392615986508,973.5949187762552,26.765028028077896,0.42597353273396893,51.20142265223349,158.59202784787072,36.23058867911435,4.698795016625265,1
27.69675177816288,76.3306634740542,1026.9786645334475,47.342889557660534,3.9112311575912226,50.61761559849028,159.654922040791,9.373327730404261,4.194484793011725,2
-2.836858944210822,26.019367204576948,1001.9541862411863,56.21516363990368,14.631038207613072,10.146229324033142,93.29689872099048,9.784714368010128,4.506349190043156,2
27.129875839015266,67.09089047621653,987.2748171167419,73.81170378077111,12.844287221889758,65.09282971062916,-148.6352957350463,10.649893816784418,3.2972851545692548,2
33.40732813015102,35.63709980980143,1004.2032214253962,53.71585507437512,1.5107836012040274,52.312501881132405,159.68097076065936,38.74407569700004,4.213621252330898,2
5.118075096834767,26.084572744472386,1011.9207821186731,54.972175297119975,4.159973309275007,61.30153226205388,-26.223695180483162,12.241713298477286,4.297067731402312,2
12.358280574645683,68.44359512215556,957.4599949570505,81.20038136621955,14.824384614324462,52.32129117252032,158.38486927047697,33.905445681180396,4.810544648586257,2
33.37583620365122,25.006246105967254,1000.8492360884006,25.240817771596333,14.856398846036043,51.420691768037734,161.28550954720686,10.063228684638677,4.197619875555302,2
4.6554980227498515,83.91420420148424,951.0716854399866,63.479975982793285,18.542840977850247,12.71481155933841,146.94037161998074,9.651246441003085,4.299397026939274,2
-2.731758708571566,99.08668413977163,969.0637172747715,81.73870106613776,17.21586742656378,13.451506367463356,145.38949623694944,10.464307829478974,5.1053068595409234,2
3.539387845691199,59.83213680272097,983.9454733150599,7.78419727634147,3.8911260413345907,52.12011086203313,160.35279739627822,48.626257875064475,4.702416921194768,1
21.73776361748331,98.99237315542267,961.3602934605959,42.805606603407,16.58144266466301,55.40542429170593,-164.83386223018923,206.34813596342514,3.594999172000209,2
33.02075605869248,67.64218396024252,1034.9538094082577,46.332722144058536,12.647317076086642,18.74791715705932,-67.20954893778742,22.50444206876521,3.3521301718112104,2
38.83973370469178,86.89494092729389,983.1530101907201,11.729936663982864,1.283644149761384,49.31132099413489,156.99117213178152,43.32064107913584,5.1965788269452995,1
3.938120482336401,21.692483521276174,1029.3230199106506,80.3396709094785,19.60031635501599,60.44226129207263,-152.24108820956903,71.2882319573938,3.1016673428111607,2
35.08916793561406,34.610820811331656,1034.787775808831,18.10346025615821,7.542289059950618,19.04874925349236,-66.40263420130982,48.85848490300193,3.418292123506528,1
22.392944350324793,52.1896151564536,1042.4007587564943,77.62145600196203,8.793830289213695,52.25987876598031,161.03986623115523,46.464098205783806,4.403835460236903,2
-1.1083912054207423,21.28850567378595,965.0375464868689,31.01872688564238,10.613907407275809,51.77667424374624,159.64767311625212,36.087718603925055,4.4010913923673325,2
8.578922464071425,36.76148613641201,1045.8744209252454,69.82295842862122,7.289453688790288,2.4312777979148184,-31.09931513257009,10.90808333463743,4.490174037652412,2
23.778918442857677,25.092247158895695,966.0969285544762,70.91302002655327,15.209843884606887,53.308061169181215,160.97318370003825,10.096613751610535,4.101084898212668,2
33.76080159760046,93.0450687627892,1022.6764378655351,49.479316971952095,16.90881403394268,52.87649418866204,-172.22054412859754,125.49038528547251,3.298899554298649,2
20.17885728083116,22.048977517518573,1021.6980710376833,51.825188141810955,17.673390536713796,14.757666637671786,-93.11668325575918,33.606582997006456,4.488138499242766,2
37.33719833648563,44.84842091266476,982.0784695690148,54.49279917597975,8.302403279752955,54.7614149877548,-160.13921953442303,35.58552869392819,3.600994830000362,2
24.78180623894958,72.19342613254449,964.2025044818733,79.94377691897277,6.470584963752259,52.454014270770074,159.34764823743228,9.79223741408663,4.201341483220009,2
38.95898493749884,49.23266786270245,996.2664148205358,30.418989984778232,19.73380411444815,52.63153195746848,161.8927015908288,15.368676419600135,4.703120046284995,2
10.256562684345555,59.07619834229224,961.3668853109231,77.91907270375737,18.768150210107567,51.67508412963183,160.20378774150578,29.45263393469128,5.10127848376579,2
8.419860946182979,50.5971854245438,976.4254719842651,74.96367714068339,18.09203844255711,-5.7524086440680655,151.53651299847155,78.05629839743204,4.302645066442907,2
38.53278660821155,89.0647059331326,1024.5824653169318,0.14825056443046075,6.7496074435110165,54.12727729666773,-160.85254339331826,23.07438566848609,2.998182246865884,1
24.750877984707486,24.799297645408494,979.1906415919589,34.52454543304302,6.355486131101236,52.6610815836854,159.93986638343267,27.54056628705454,4.801177995128317,1
29.62650225818737,79.09782776858007,1010.4340571759284,54.19354671241508,5.14837429157101,2.9134115074770897,-31.681188789880594,8.929281668373857,4.896832415315916,2
1.5206558683737466,37.74214872473314,986.2864850436289,2.0477841027578356,11.813392085213568,49.77093182955275,157.51817201298732,9.715961850477681,4.394762673556565,2
17.343626943358917,36.34413589045448,955.6757612056716,11.955127843421266,8.343162619145497,-7.8625436079624045,119.83113582988356,37.708676634690484,5.00294009789121,1
28.810877730685288,57.802184409451634,951.5378408978258,76.14736967368997,9.77853698517698,53.82986519618864,-163.59013894416853,9.12326675876708,3.007604763535631,2
25.95311501070449,80.78757652147343,1030.9549256895614,31.108036958561364,16.80200732977419,-37.975185833969334,-73.32545109067122,16.91869945427117,4.090974909025182,2
5.0113972068557215,69.6229204193666,964.0361437971985,62.18556048407181,8.538133910736429,18.261435670067424,-68.38183486212193,53.104541183446365,3.2785155171136866,2
