temp_c,humidity,pressure_mb,wind_kph,precip_mm,label
25.1,70,1041.7,67.1,4.8,2
3.3,96,974.6,48.3,17.9,2
17.6,70,1021.9,64.8,1.5,2
7.4,84,1015.5,76.7,2.5,2
12.4,34,1018.6,50.4,12.3,2
38.4,31,965.2,88.0,13.3,2
4.0,82,1038.5,27.7,14.0,2
27.1,56,1033.4,12.0,12.6,2
37.9,79,1014.8,89.7,19.3,2
11.9,43,985.1,69.2,1.4,2
19.8,91,1042.4,39.1,17.1,2
30.1,53,1013.6,30.1,5.6,1
13.3,72,1019.6,87.9,11.1,2
17.7,82,977.5,23.4,9.9,1
13.3,79,1038.2,57.7,8.4,2
33.6,53,970.8,90.0,15.6,2
21.3,53,1040.9,75.7,19.1,2
17.8,46,1018.9,39.7,2.4,1
-1.6,29,1027.6,84.4,10.2,2
7.3,72,951.1,29.8,15.8,2
7.7,44,1025.1,91.1,8.1,2
6.4,46,988.9,98.8,4.9,2
23.4,37,1013.1,24.2,8.8,1
3.8,67,981.8,67.6,17.6,2
5.6,88,972.0,73.4,18.1,2
7.9,69,1032.5,84.9,7.2,2
10.7,53,1000.1,22.5,13.6,2
36.7,90,961.3,85.5,14.8,2
37.6,97,979.3,53.9,0.2,2
11.8,37,987.5,0.5,0.8,0
18.4,51,1016.7,74.3,5.4,2
24.7,70,1000.4,97.7,10.3,2
20.6,79,1029.9,52.5,17.5,2
21.2,57,1006.4,25.4,2.6,0
38.4,87,974.0,94.7,2.9,2
9.5,31,1002.8,46.1,3.2,1
-0.3,96,951.4,46.4,14.0,2
-2.8,27,1030.0,16.8,15.6,2
14.0,88,1035.9,26.5,19.8,2
0.6,68,1038.7,71.1,19.4,2
15.7,88,957.9,98.4,17.2,2
37.5,79,1031.5,45.5,17.5,2
30.3,62,975.6,51.9,14.9,2
34.6,84,1009.3,8.2,3.7,0
35.3,69,991.5,3.7,19.6,2
17.4,94,956.2,93.5,17.2,2
-4.7,57,986.6,59.2,8.4,2
-2.5,28,1020.6,33.4,10.5,2
33.1,63,955.2,50.6,16.3,2
-1.1,46,1039.7,84.5,9.1,2
0.3,28,953.3,97.9,4.0,2
33.9,58,994.1,0.7,13.8,2
39.6,53,1039.0,25.4,16.0,2
39.4,46,1038.7,74.2,12.3,2
4.7,23,992.3,89.4,5.6,2
-4.7,85,1000.5,84.1,14.8,2
4.0,34,1008.0,98.8,8.0,2
29.2,88,981.7,97.1,3.8,2
9.9,55,981.9,26.6,8.3,1
2.8,59,986.8,53.7,5.7,2
-0.3,70,1042.1,71.0,17.6,2
13.5,61,1006.1,50.1,14.9,2
-2.5,95,952.4,50.5,9.8,2
24.0,83,1016.5,69.5,2.2,2
18.7,46,986.4,42.0,10.4,2
17.9,100,1010.2,95.8,6.7,2
19.3,92,1007.7,42.7,19.3,2
37.3,31,979.2,15.9,8.9,1
35.6,69,1039.0,86.9,10.7,2
38.8,80,1003.8,94.3,8.1,2
23.5,77,1045.4,41.7,9.6,1
16.9,71,1040.0,92.7,8.0,2
22.5,32,1022.6,45.6,19.3,2
12.1,67,963.6,7.5,14.5,2
12.5,88,971.7,26.6,1.3,1
14.5,66,982.2,54.5,8.4,2
17.1,86,1027.2,89.2,8.7,2
36.1,44,1039.5,50.8,10.5,2
26.9,53,1024.9,0.9,8.7,1
16.0,84,977.3,19.2,15.5,2
34.6,78,976.0,60.4,18.6,2
23.9,39,1029.8,61.8,5.9,2
8.1,22,1023.1,5.5,14.7,2
34.1,26,966.9,18.7,14.7,2
-4.0,40,957.7,36.3,0.0,1
32.8,24,1013.5,5.2,1.3,0
12.7,51,1024.5,58.3,5.9,2
16.2,58,1008.4,15.2,2.6,0
10.5,61,1022.8,10.3,16.8,2
2.8,31,1020.3,52.3,2.9,2
37.6,63,989.3,92.2,10.1,2
-2.7,90,979.8,93.7,5.5,2
23.3,21,974.3,20.4,14.0,2
26.0,55,973.3,80.3,15.0,2
6.1,81,967.1,96.0,16.8,2
26.0,65,1012.8,80.6,1.4,2
6.3,52,1011.0,37.7,18.5,2
16.9,24,993.8,23.7,1.6,0
6.2,76,1044.0,55.7,10.5,2
34.1,93,1041.0,71.8,15.4,2
15.6,22,1038.9,64.7,5.2,2
7.2,69,1018.1,58.7,7.6,2
7.7,29,954.0,68.9,5.1,2
10.2,27,973.4,63.1,14.2,2
21.7,51,1012.6,82.6,12.4,2
21.9,31,975.4,80.8,10.4,2
36.1,34,960.1,22.8,12.5,2
-3.1,74,1042.6,83.1,8.1,2
5.3,76,1022.9,3.3,13.2,2
26.6,21,1013.0,64.0,8.7,2
22.9,32,1015.4,64.8,18.5,2
4.9,51,973.0,4.5,14.1,2
6.5,100,1035.5,90.8,17.1,2
6.5,29,1029.4,11.9,11.6,2
13.3,54,1013.9,15.0,18.7,2
19.7,20,1028.1,33.3,3.8,1
37.6,41,999.5,98.4,13.4,1
6.0,47,969.2,79.8,16.6,2
12.9,55,961.6,86.2,17.1,2
33.7,20,968.9,88.9,17.0,2
11.1,78,961.0,74.8,10.4,2
39.2,77,986.1,47.9,18.6,2
33.2,97,987.9,95.2,15.5,2
4.3,90,1030.1,63.0,1.7,2
33.6,78,1033.7,96.8,14.8,2
32.7,96,979.2,55.0,9.3,2
2.8,72,989.1,17.1,19.4,2
27.4,92,1038.0,22.3,4.2,1
33.6,58,1040.6,17.5,10.7,2
10.1,80,1013.3,55.4,1.2,2
31.8,40,1011.4,29.3,6.8,1
7.2,61,989.5,10.9,12.4,2
28.7,85,958.4,45.5,7.3,1
1.6,77,1011.8,4.7,19.9,2
12.9,78,1049.6,17.5,18.1,2
33.4,77,970.0,71.4,8.3,2
13.8,56,983.6,17.0,9.9,1
32.7,85,1007.4,85.1,9.9,2
23.9,54,984.4,35.7,2.1,1
34.6,100,1049.4,49.3,3.7,1
16.1,93,983.4,39.8,18.4,2
28.8,26,965.4,95.7,14.2,2
9.3,79,1003.7,38.8,9.8,1
17.2,21,981.1,59.7,18.3,2
8.8,98,998.0,73.2,9.4,2
2.9,50,1006.3,59.0,11.9,2
22.8,53,950.5,5.1,19.0,2
9.8,55,1016.2,37.7,7.4,1
22.6,62,959.8,99.0,2.9,2
8.1,26,1008.5,78.5,4.9,2
33.8,89,986.5,7.8,3.1,1
-0.3,42,1003.0,72.8,17.8,2
39.5,44,968.3,24.0,9.9,1
10.3,65,1025.9,55.5,2.7,2
19.0,66,951.8,74.8,5.2,2
5.5,97,995.6,5.4,19.4,2
27.9,35,1026.5,45.0,15.5,2
30.2,88,1046.7,85.8,15.1,2
0.3,27,983.2,38.2,5.6,1
-4.1,43,951.5,14.3,19.1,2
11.0,37,1020.6,67.7,8.8,2
1.6,34,1028.7,88.1,13.5,2
-1.0,30,1047.2,11.4,9.5,1
19.5,65,1044.5,61.3,10.5,2
18.3,66,1014.4,47.2,2.0,1
36.2,29,984.2,70.1,10.0,1
16.6,34,1021.3,6.9,9.2,1
6.5,86,1048.1,42.0,2.4,1
12.5,49,1021.3,39.9,13.3,1
12.1,42,970.0,54.7,14.0,2
5.3,71,987.1,75.5,18.3,2
26.5,52,994.5,65.3,0.1,2
23.0,48,962.3,2.7,11.2,2
40.0,55,973.8,42.2,16.0,2
29.8,50,953.3,38.0,15.6,2
17.6,83,1004.8,75.9,9.9,2
9.3,62,970.5,18.6,5.5,1
3.1,72,967.4,26.3,14.3,2
33.7,29,1011.5,57.7,14.8,2
31.6,64,1025.3,60.6,16.8,2
5.6,45,961.1,85.7,5.1,2
4.7,52,1044.8,79.1,0.8,2
10.0,94,1042.7,48.7,15.9,2
37.1,26,971.1,92.4,5.6,2
13.1,57,993.9,86.7,3.6,2
3.1,51,1007.5,15.6,17.7,2
32.3,80,954.5,58.9,6.3,2
39.0,56,1033.3,98.8,10.4,2
24.8,25,979.2,34.2,6.4,1
39.6,81,1019.8,45.6,6.8,1
30.6,79,1002.0,54.9,8.6,2
10.9,34,1045.3,37.9,6.6,1
-2.2,77,1019.9,56.7,2.4,2
37.6,94,972.4,26.8,11.5,2
1.0,95,953.9,14.9,18.3,2
6.5,25,1003.2,43.0,6.1,1
32.9,62,1009.7,78.3,7.6,2
36.7,32,1000.9,16.6,11.9,2
-2.3,71,961.6,54.6,20.0,2
29.8,38,980.4,22.8,14.9,2
29.6,31,975.9,82.7,5.3,2
18.0,88,990.7,80.7,3.7,2
3.3,72,1038.0,41.2,2.7,1
-4.0,25,1018.5,49.5,2.8,1
9.9,96,960.9,38.1,1.1,1
9.4,31,1017.0,3.2,15.3,2
31.2,84,1017.1,67.8,5.8,2
26.6,42,989.2,57.5,6.7,2
39.9,53,1034.7,90.5,7.3,2
16.3,56,1045.9,1.5,1.0,0
26.2,28,1005.7,59.1,16.3,2
40.0,73,1038.2,86.9,17.0,2
37.3,95,951.9,72.1,3.0,2
18.5,97,1005.4,8.7,7.9,1
21.4,75,968.6,21.2,9.3,1
32.6,88,997.6,98.1,18.3,2
12.6,59,991.3,9.9,7.7,1
10.2,91,1022.6,64.1,16.7,2
31.1,78,1046.2,49.2,14.8,2
9.3,70,969.6,2.9,13.6,2
-4.0,20,972.6,49.3,7.6,1
39.9,37,1018.6,16.0,5.8,1
24.3,32,1041.6,97.3,8.9,2
3.0,46,966.2,79.6,8.4,2
37.5,69,1038.9,86.8,19.5,2
14.7,61,965.0,52.1,19.1,2
-3.6,76,1049.0,54.7,6.5,2
0.8,85,996.4,17.9,4.7,0
32.9,93,1038.3,85.6,17.9,2
22.0,84,982.8,70.2,5.3,2
24.4,48,977.2,13.1,16.9,2
14.9,96,1007.0,12.7,12.7,2
4.8,29,1006.1,16.6,16.8,2
21.4,57,973.0,94.3,14.8,2
37.4,68,972.3,51.2,15.5,2
17.8,36,970.6,92.4,7.7,2
18.6,22,1038.1,18.7,2.2,2
37.2,92,978.9,2.4,3.7,1
2.7,40,1040.7,60.1,0.4,2
23.9,38,951.2,38.1,8.4,1
36.6,44,955.9,64.5,2.9,2
33.0,36,972.0,99.5,2.2,2
36.0,88,977.8,72.8,12.5,2
25.5,31,1039.0,78.1,6.8,2
5.9,89,954.0,28.6,8.7,1
0.0,67,1010.4,61.8,14.5,2
10.5,93,1046.5,47.1,0.1,1
39.0,40,990.0,36.6,16.7,2
28.8,86,1024.1,32.2,7.3,1
4.1,46,1028.4,68.9,2.7,2
0.7,51,975.8,67.7,7.8,2
11.0,24,991.9,32.7,14.3,2
38.2,45,979.2,79.3,12.5,2
21.2,37,999.2,11.5,5.4,1
31.4,99,979.9,50.3,18.2,0
26.3,95,994.7,64.4,11.8,2
38.1,100,1006.1,2.9,6.0,1
5.4,21,1005.9,35.2,3.2,1
-1.2,65,1034.3,59.5,7.6,2
11.0,68,1030.0,62.7,2.1,2
5.2,22,982.3,19.0,13.3,2
15.2,62,970.5,46.4,19.4,2
39.0,41,995.1,0.3,4.4,0
28.2,25,959.1,67.2,10.6,2
6.9,32,1021.2,62.1,3.3,2
31.5,70,999.8,27.3,3.5,0
1.3,76,1017.5,20.9,15.2,2
32.5,25,980.1,30.8,2.0,1
0.5,57,997.0,99.5,11.5,2
1.8,88,1032.6,29.4,3.9,1
3.4,45,999.8,7.1,13.6,2
12.5,84,988.1,95.4,8.2,2
32.4,41,981.9,3.5,13.3,2
16.5,75,981.7,37.0,12.3,2
-0.6,98,1041.1,78.2,4.7,2
6.0,34,1031.3,27.7,7.2,1
17.6,85,1036.9,83.6,12.0,2
3.1,88,990.0,35.7,16.5,2
32.1,30,1041.9,50.4,0.8,2
3.1,84,1007.2,2.4,9.7,1
20.0,91,995.0,18.0,0.2,1
29.8,73,960.5,92.4,3.1,2
37.4,42,993.2,80.2,11.1,2
5.7,80,979.7,40.1,10.1,2
24.1,92,1017.6,66.0,13.9,2
30.1,30,1008.4,16.7,14.2,2
32.4,99,963.9,57.5,0.4,2
9.5,71,1036.5,11.2,18.5,2
-1.0,37,1032.4,41.5,9.5,1
-0.4,25,1046.4,71.5,0.2,2
4.5,34,993.7,57.6,12.9,2
32.3,69,978.4,77.5,8.9,2
23.9,71,1003.2,20.8,8.6,1
37.7,41,985.7,97.3,6.5,2
15.6,28,973.8,60.9,0.0,2
11.5,95,1031.1,78.9,3.5,2
29.3,38,979.3,74.2,4.6,2
1.8,41,1037.0,37.0,10.7,2
7.5,92,955.9,48.2,4.1,1
24.8,53,957.5,9.8,18.9,2
13.5,74,1037.7,16.3,1.4,0
14.6,91,952.9,80.0,3.2,2
6.3,36,960.4,31.7,10.7,2
0.9,58,1041.4,71.9,1.3,2
7.0,86,959.9,38.4,7.2,1
25.3,28,1016.7,77.4,12.5,2
17.0,48,1041.8,97.9,16.0,2
1.2,22,1017.5,74.5,3.3,2
19.1,70,1042.2,45.9,16.6,2
11.5,60,951.4,78.1,9.6,2
11.3,86,955.0,5.3,12.0,2
14.1,96,1023.7,27.2,18.5,2
29.4,36,956.4,26.8,5.9,1
24.7,85,1032.2,87.8,17.7,2
2.0,39,955.7,94.0,1.0,2
39.5,52,1027.0,57.7,13.7,2
33.9,24,983.2,82.2,10.9,2
4.6,58,950.6,19.7,13.8,2
40.0,74,965.7,19.3,1.9,0
28.6,26,958.5,34.5,12.2,2
11.3,43,963.1,79.4,18.9,2
24.5,48,973.9,99.1,15.3,2
21.6,70,1004.3,42.7,8.3,1
2.2,71,1025.6,76.8,1.8,2
14.1,53,964.8,65.4,14.5,2
22.1,91,971.2,89.9,9.0,2
3.9,82,986.7,70.6,11.7,2
9.2,22,1008.7,93.8,0.9,2
21.3,64,1034.5,90.1,12.6,2
9.3,86,996.0,3.2,4.7,1
2.5,49,995.2,19.6,0.9,0
1.7,88,986.7,67.2,18.8,2
-4.4,79,985.9,2.1,15.6,2
0.4,46,1019.0,95.9,12.5,2
15.8,94,960.7,82.9,3.4,2
39.9,31,999.8,41.1,4.6,1
38.5,92,979.9,89.3,8.5,2
18.4,92,996.7,80.4,7.2,2
24.7,70,995.6,22.1,0.5,0
-4.5,36,1007.4,40.5,17.4,2
10.9,43,979.6,85.9,6.4,2
30.5,68,1022.6,24.1,14.9,2
-2.7,74,1023.2,57.8,12.8,2
-0.1,83,1027.0,16.2,18.1,2
29.9,23,966.4,79.2,19.5,2
6.2,88,962.7,82.8,12.4,2
-4.6,33,978.9,77.8,3.9,2
8.3,100,964.9,61.9,18.3,2
10.6,53,1018.2,74.8,4.1,2
29.9,32,981.6,76.4,8.5,2
31.1,52,1046.0,15.1,4.7,0
26.3,64,1022.3,72.7,16.5,2
1.9,52,954.0,0.7,12.0,2
27.0,49,1043.1,4.0,4.0,2
0.2,63,959.4,3.7,2.7,1
11.3,46,959.2,32.5,11.7,2
39.9,34,989.3,55.8,2.5,2
36.4,21,967.0,13.5,12.2,2
2.5,99,984.9,70.0,13.4,2
7.4,100,1048.9,3.0,13.4,2
1.4,28,1007.4,5.7,8.7,1
4.4,42,962.5,69.7,16.4,2
29.1,42,1022.4,24.1,10.9,2
5.4,86,1043.5,34.6,0.9,1
26.6,90,976.2,82.1,10.4,2
5.3,63,1022.1,86.2,13.0,2
8.2,36,1027.4,66.9,17.9,2
22.2,42,993.6,31.0,12.0,2
-2.4,65,1032.5,45.1,7.1,1
39.2,87,992.3,0.6,2.7,1
35.5,64,989.5,49.2,2.3,1
17.1,72,1019.3,46.5,16.8,2
38.7,55,979.6,51.9,15.0,2
35.6,51,975.0,91.8,0.8,2
23.8,63,994.2,14.4,5.9,1
6.6,88,979.6,13.3,1.6,1
18.2,31,990.9,17.1,3.4,0
4.3,22,1011.2,7.2,9.1,1
-4.8,79,970.4,66.8,14.7,2
9.1,80,970.3,12.3,4.7,0
10.0,67,1048.8,85.7,8.6,2
15.9,67,1011.7,27.4,6.1,1
7.8,44,976.7,93.9,3.9,2
15.0,23,1037.0,44.5,1.3,1
12.6,86,1009.5,26.0,1.2,1
35.8,69,1026.5,66.0,1.7,2
33.0,51,1024.8,6.6,13.4,2
16.4,55,974.0,33.7,9.5,1
30.9,62,997.6,73.2,8.9,2
30.8,82,1020.9,50.3,2.8,2
-4.9,49,977.6,19.3,0.7,2
13.9,22,961.1,63.8,12.8,2
27.6,84,1039.6,74.7,5.5,2
1.6,84,965.7,48.6,9.8,1
11.0,87,998.1,65.0,18.6,2
5.9,93,999.9,94.7,2.7,2
34.0,33,1002.6,17.5,16.2,2
36.1,25,1017.0,11.3,13.6,2
9.6,24,1020.5,52.8,6.3,2
23.6,70,1016.2,57.9,17.9,2
24.4,59,967.5,99.3,20.0,2
-2.4,37,1041.4,85.5,15.9,2
19.7,89,1001.8,5.5,5.7,1
31.3,67,1016.5,89.2,14.2,2
12.7,42,951.5,33.9,18.4,2
39.7,74,1009.6,69.5,8.1,2
26.7,73,980.5,49.7,0.9,1
34.4,38,962.6,21.4,1.2,0
30.9,50,1017.7,62.1,5.8,2
17.2,27,995.5,64.6,0.6,0
-3.2,74,960.9,87.5,10.7,1
36.9,76,964.9,1.1,15.6,2
32.6,56,996.1,13.8,14.3,2
-3.9,45,992.0,18.7,6.7,1
15.0,72,1004.2,1.1,2.9,0
39.9,33,1011.8,1.3,13.8,2
0.3,88,971.0,89.6,12.9,2
34.0,29,965.5,3.0,18.8,2
25.5,98,975.0,66.5,15.2,2
35.1,99,1018.3,4.6,19.4,2
-1.6,97,955.1,48.7,8.7,1
0.7,63,973.7,49.4,6.4,1
33.3,98,1008.5,28.3,16.4,2
24.3,86,1020.3,70.3,10.7,2
8.6,52,1029.7,2.7,8.8,1
8.7,56,1045.9,45.1,9.0,1
24.3,65,1031.2,58.1,13.9,2
23.0,32,1016.7,82.1,13.4,2
22.4,88,1031.8,36.0,19.2,2
36.0,42,951.1,92.5,1.1,2
7.0,37,1022.8,59.3,18.4,2
23.6,84,1001.7,5.9,0.2,0
25.5,41,1011.9,52.5,10.4,2
10.7,36,1045.8,95.9,0.2,2
16.7,92,1004.0,59.1,12.2,2
17.2,59,979.2,6.3,11.9,2
33.9,32,995.0,46.6,15.6,2
39.3,86,1018.3,28.1,7.1,1
21.6,26,978.2,24.5,1.4,0
28.3,51,1035.7,55.0,19.7,2
29.7,66,975.2,0.2,0.9,0
9.8,67,1046.4,32.9,11.7,2
12.6,77,1022.3,10.2,13.7,2
29.1,44,1046.3,61.4,13.8,2
21.5,91,978.7,5.0,4.6,1
27.7,72,997.9,55.3,0.4,2
12.5,94,1002.9,82.2,19.3,2
18.4,39,986.9,82.6,1.4,2
23.0,79,978.1,17.1,10.2,2
30.5,46,1006.7,67.1,6.1,2
-3.5,36,982.4,2.5,13.4,2
-2.0,58,1010.6,89.3,17.0,2
-1.2,91,970.1,94.2,12.6,2
15.9,74,1035.7,63.6,18.4,2
9.5,81,953.3,31.9,18.4,2
24.0,98,1022.8,7.6,13.6,2
24.6,21,1039.2,99.9,10.6,2
17.3,40,1001.7,21.1,4.2,0
-4.2,55,1035.1,42.4,4.9,1
25.8,96,1034.9,93.4,10.5,2
31.8,29,1000.7,82.1,18.0,2
-3.0,64,1037.9,23.9,8.9,1
34.8,74,1039.1,59.2,11.2,2
16.2,77,981.6,72.9,2.8,2
-4.2,42,992.5,59.6,1.2,2
15.7,100,981.9,39.6,17.5,2
39.9,22,1007.7,42.9,5.5,1
31.6,81,997.2,88.1,1.1,2
34.9,79,1028.3,86.1,1.1,2
25.1,28,982.2,75.5,7.6,2
-4.7,59,976.1,75.6,6.7,2
29.6,71,989.1,9.7,2.5,0
24.8,91,1005.5,34.7,8.4,1
30.4,54,975.4,83.1,15.5,2
15.4,79,1028.4,19.2,18.2,2
39.3,91,989.6,44.4,0.4,1
35.5,68,990.8,69.4,9.7,2
35.6,67,1043.9,63.6,9.0,2
18.6,48,1042.5,46.9,8.8,1
11.5,89,982.6,26.6,10.6,2
22.4,100,1031.5,61.3,5.8,2
9.2,24,1036.0,86.4,19.7,2
4.7,84,950.5,63.3,18.5,2
29.5,31,1021.5,64.6,11.4,2
-2.8,50,1012.9,33.1,11.1,2
6.1,83,987.7,66.4,2.5,2
39.4,42,1048.0,59.3,4.5,2
-3.1,46,951.5,78.4,0.3,2
8.8,54,1017.2,42.5,10.8,2
28.6,49,994.2,96.1,16.6,2
6.0,60,1049.7,34.0,0.6,1
29.1,48,1015.9,38.5,9.3,1
11.1,59,980.6,53.0,16.6,2
6.3,21,1009.3,83.9,7.2,2
18.5,33,996.2,55.4,16.6,2
10.2,74,1009.4,70.4,6.4,1
11.2,75,1004.4,67.7,17.3,2
20.6,27,1009.3,55.8,10.3,2
30.5,88,999.6,18.7,15.4,2
37.3,42,1018.4,91.4,3.0,2
4.5,43,984.5,69.5,10.6,2
7.1,50,959.1,24.1,14.9,2
35.7,32,970.5,89.5,9.2,2
8.1,39,1037.4,79.5,0.8,2
27.7,45,1011.7,63.2,11.4,2
13.4,68,962.2,94.8,1.4,0
30.6,99,990.2,75.4,4.6,2
8.5,23,1037.3,0.7,10.9,2
3.9,57,1029.7,47.6,4.0,1
23.5,35,975.2,53.3,12.5,2
11.5,63,1037.1,17.4,1.4,0
2.9,96,969.9,35.0,1.2,1
1.8,76,1050.0,31.9,8.6,1
28.2,38,1033.4,41.7,12.9,2
19.8,58,978.6,9.6,2.3,0
12.8,78,960.1,39.8,16.1,2
26.8,41,984.4,85.8,19.2,2
4.3,62,1029.8,45.4,7.8,1
7.7,88,1034.4,89.5,7.7,2
14.2,81,991.0,68.5,2.8,2
5.6,98,987.1,14.5,2.9,1
28.0,69,1020.4,55.9,8.0,2
34.8,43,1016.7,38.8,18.1,2
-4.9,59,1003.1,82.4,18.4,2
0.3,73,1025.3,98.6,2.7,1
23.9,100,1021.5,89.7,0.5,2
24.1,30,1019.2,66.3,1.3,2
25.5,23,1010.1,13.7,3.6,0
20.9,94,1036.0,56.7,10.5,2
29.9,75,1045.2,90.2,1.0,2
6.2,82,996.7,35.6,17.2,2
9.5,46,976.7,1.5,0.8,0
10.0,33,990.7,12.8,6.9,1
14.5,39,954.3,68.0,6.1,2
1.1,78,952.1,73.2,18.3,2
13.7,83,1012.0,68.8,6.3,2
-3.9,24,1012.7,64.8,3.7,2
24.0,63,1000.6,6.4,10.4,2
-4.2,51,981.4,42.7,13.9,2
8.8,45,1015.3,56.3,5.3,2
12.1,34,983.8,90.6,13.4,2
19.1,72,1016.5,47.3,5.0,1
24.9,46,950.7,47.2,11.1,2
15.6,71,1030.6,92.2,17.3,2
25.6,49,999.0,46.3,4.6,1
-2.9,86,968.9,64.0,12.9,2
13.4,56,1004.8,58.7,9.6,2
31.6,82,995.6,37.1,11.7,2
7.1,65,1003.8,67.7,2.3,2
10.6,20,981.0,68.6,16.6,2
37.7,98,998.1,53.3,8.1,2
12.2,96,1043.8,60.3,12.6,2
9.7,23,960.6,33.0,5.2,1
21.8,51,1034.4,44.9,4.2,1
33.6,59,992.4,74.7,17.5,2
36.8,86,969.9,62.1,18.8,2
-4.4,29,1048.7,2.9,19.1,2
1.2,89,956.0,38.1,7.3,1
21.1,71,958.5,52.7,1.4,2
34.2,84,998.2,65.5,16.1,2
2.4,51,966.9,91.9,7.3,2
-0.2,71,1016.2,26.9,0.9,0
19.3,84,1014.1,20.9,17.8,2
39.4,45,997.8,62.0,12.5,2
31.8,95,969.5,69.6,17.7,2
18.3,100,987.7,81.8,14.4,2
1.0,68,1036.3,77.4,9.1,2
-0.5,57,979.1,79.9,8.1,2
34.3,91,1031.4,56.9,8.3,2
22.7,77,1004.3,39.2,8.7,1
29.5,58,956.5,44.7,8.0,1
22.3,42,1035.3,25.6,14.7,2
24.9,57,954.2,52.9,12.2,2
27.0,37,1047.2,80.1,8.5,2
-4.8,37,1005.8,55.6,7.1,2
14.1,98,1006.8,79.9,1.1,2
39.4,33,1049.3,57.0,7.6,2
7.9,76,952.2,81.5,11.6,2
3.9,74,1004.4,44.7,5.8,1
22.9,48,985.0,21.2,8.1,1
37.4,87,1047.2,66.6,6.2,2
1.1,97,1013.7,47.8,6.8,1
6.8,100,1011.1,18.5,3.1,1
-3.6,49,1043.3,50.7,3.9,2
13.9,29,1039.4,92.2,15.5,2
33.9,100,1016.8,59.9,14.8,2
7.0,25,983.2,19.1,10.6,2
15.7,30,966.6,6.0,0.8,0
24.5,81,1020.3,48.2,1.9,1
31.4,51,1017.6,71.5,10.2,2
27.8,25,979.0,22.7,0.6,0
28.3,78,959.7,93.6,15.9,2
36.7,87,1034.6,81.3,18.5,2
0.4,32,961.6,63.9,2.1,2
15.8,56,983.0,98.9,4.0,1
23.0,38,968.0,38.4,18.8,2
3.7,30,963.6,8.6,5.5,1
34.5,70,973.9,97.0,9.9,2
-4.0,91,1022.0,54.0,4.0,2
20.8,90,957.3,28.8,8.1,1
31.5,63,952.4,36.8,17.7,2
26.1,20,1019.2,96.6,17.4,2
35.7,40,1032.4,4.7,14.3,2
28.4,59,1033.8,2.0,18.1,2
24.6,89,993.2,26.7,5.4,1
3.5,59,1000.8,92.5,0.5,2
5.3,60,976.2,1.5,15.1,2
38.6,32,951.8,85.8,13.9,2
4.1,23,1020.6,24.1,18.1,2
3.4,44,1006.2,34.1,2.8,1
-2.4,98,970.3,1.7,7.4,1
21.5,47,956.6,32.6,17.9,2
-2.2,62,976.8,87.2,4.2,2
8.2,71,970.2,92.5,5.9,2
-0.1,94,1014.7,84.4,8.6,2
18.3,85,975.0,1.5,0.7,0
-3.4,60,990.1,63.1,0.8,2
32.6,23,985.1,65.5,13.1,2
20.3,95,950.2,18.0,12.4,2
-4.5,80,1024.1,43.2,5.8,1
37.2,83,981.4,17.1,18.4,2
4.6,75,1030.0,18.4,4.8,0
32.8,63,991.2,16.4,16.0,2
31.6,92,983.6,79.8,12.6,2
-4.1,38,961.8,71.1,9.9,2
0.3,41,1043.8,37.4,9.9,1
13.0,84,1033.2,82.9,12.8,2
19.8,50,995.2,46.7,19.3,2
13.8,58,994.3,16.5,17.2,2
9.9,56,982.3,69.0,19.5,2
1.6,95,1038.4,52.0,10.7,2
21.5,78,1038.1,47.0,6.3,1
35.1,75,973.3,8.7,8.7,1
4.2,55,1015.5,5.1,13.0,2
7.3,94,1002.7,63.9,15.5,2
37.5,71,1001.2,66.3,15.6,2
10.2,39,1022.1,37.3,8.6,1
20.2,84,997.6,15.8,8.8,1
8.6,85,1021.3,81.5,1.8,2
12.3,37,983.4,47.5,9.0,1
24.7,39,956.0,12.8,11.1,2
38.8,93,973.6,30.5,16.9,2
4.1,45,1004.7,20.9,13.5,2
18.4,41,1036.8,75.3,2.9,2
-2.0,51,955.9,38.0,14.8,2
24.9,72,991.6,81.4,14.9,2
31.8,51,1015.1,95.8,4.7,2
8.2,82,958.0,42.3,4.6,1
20.0,29,990.5,93.2,18.1,2
-4.4,91,1022.4,78.0,13.1,2
14.8,92,1032.2,4.5,1.4,1
3.6,91,976.9,59.4,17.0,2
26.5,43,1042.9,61.2,17.0,2
32.1,80,1004.2,65.3,16.1,2
-3.6,44,998.1,94.5,1.6,2
-2.0,70,975.5,92.2,10.2,2
29.8,46,980.8,61.1,13.7,2
13.2,83,976.5,55.8,7.5,2
6.1,76,1022.7,12.2,18.0,2
6.9,82,974.8,40.1,13.5,2
22.6,63,1018.7,70.4,4.9,2
3.6,79,1027.5,26.0,11.3,2
2.8,99,1041.8,32.5,10.6,2
33.3,31,1036.9,82.8,9.8,2
0.9,25,996.7,9.8,14.3,2
17.9,58,1004.5,59.7,19.9,2
24.0,59,964.1,94.0,13.7,2
5.3,51,975.8,30.3,1.5,1
19.0,48,1004.9,42.0,8.5,1
11.5,41,987.4,18.2,0.5,0
-0.4,37,997.7,20.2,6.1,1
19.5,62,1046.4,19.8,6.2,1
17.4,42,1043.7,73.7,6.3,2
15.0,20,1022.5,74.4,13.7,2
1.7,57,972.7,4.8,17.1,0
5.7,28,1026.1,94.2,10.0,2
30.2,85,953.9,47.4,9.5,1
36.1,63,964.8,19.8,2.7,0
